Plot Title: Redondo Creek 11-08,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1280508, SEN S/N: 1280508)","Temp, °C (LGR S/N: 1280508, SEN S/N: 1280508)",Coupler Detached (LGR S/N: 1280508),Coupler Attached (LGR S/N: 1280508),Host Connected (LGR S/N: 1280508),Stopped (LGR S/N: 1280508),End Of File (LGR S/N: 1280508)
1132,12/18/2008,0:32:38,77046,0.453,,,,,
1133,12/18/2008,1:02:38,76996,0.453,,,,,
1134,12/18/2008,1:32:38,76996,0.453,,,,,
1135,12/18/2008,2:02:38,76976,0.453,,,,,
1136,12/18/2008,2:32:38,76955,0.453,,,,,
1137,12/18/2008,3:02:38,76945,0.453,,,,,
1138,12/18/2008,3:32:38,76875,0.453,,,,,
1139,12/18/2008,4:02:38,76865,0.453,,,,,
1140,12/18/2008,4:32:38,76865,0.453,,,,,
1141,12/18/2008,5:02:38,76834,0.453,,,,,
1142,12/18/2008,5:32:38,76824,0.453,,,,,
1143,12/18/2008,6:02:38,76814,0.453,,,,,
1144,12/18/2008,6:32:38,76794,0.453,,,,,
1145,12/18/2008,7:02:38,76784,0.453,,,,,
1146,12/18/2008,7:32:38,76764,0.453,,,,,
1147,12/18/2008,8:02:38,76713,0.453,,,,,
1148,12/18/2008,8:32:38,76703,0.453,,,,,
1149,12/18/2008,9:02:38,76673,0.453,,,,,
1150,12/18/2008,9:32:38,76683,0.453,,,,,
1151,12/18/2008,10:02:38,76682,0.563,,,,,
1152,12/18/2008,10:32:38,76662,0.563,,,,,
1153,12/18/2008,11:02:38,76621,0.563,,,,,
1154,12/18/2008,11:32:38,76732,0.563,,,,,
1155,12/18/2008,12:02:38,76742,0.563,,,,,
1156,12/18/2008,12:32:38,76692,0.563,,,,,
1157,12/18/2008,13:02:38,76702,0.563,,,,,
1158,12/18/2008,13:32:38,76712,0.563,,,,,
1159,12/18/2008,14:02:38,76742,0.563,,,,,
1160,12/18/2008,14:32:38,76732,0.563,,,,,
1161,12/18/2008,15:02:38,76803,0.563,,,,,
1162,12/18/2008,15:32:38,76833,0.563,,,,,
1163,12/18/2008,16:02:38,76934,0.563,,,,,
1164,12/18/2008,16:32:38,77005,0.563,,,,,
1165,12/18/2008,17:02:38,77096,0.563,,,,,
1166,12/18/2008,17:32:38,77065,0.563,,,,,
1167,12/18/2008,18:02:38,77166,0.563,,,,,
1168,12/18/2008,18:32:38,77176,0.563,,,,,
1169,12/18/2008,19:02:38,77187,0.563,,,,,
1170,12/18/2008,19:32:38,77237,0.563,,,,,
1171,12/18/2008,20:02:38,77227,0.563,,,,,
1172,12/18/2008,20:32:38,77267,0.563,,,,,
1173,12/18/2008,21:02:38,77247,0.563,,,,,
1174,12/18/2008,21:32:38,77277,0.563,,,,,
1175,12/18/2008,22:02:38,77328,0.563,,,,,
1176,12/18/2008,22:32:38,77348,0.563,,,,,
1177,12/18/2008,23:02:38,77358,0.563,,,,,
1178,12/18/2008,23:32:38,77368,0.563,,,,,
1179,12/19/2008,0:02:38,77399,0.563,,,,,
1180,12/19/2008,0:32:38,77419,0.563,,,,,
1181,12/19/2008,1:02:38,77419,0.563,,,,,
1182,12/19/2008,1:32:38,77378,0.563,,,,,
1183,12/19/2008,2:02:38,77328,0.563,,,,,
1184,12/19/2008,2:32:38,77388,0.563,,,,,
1185,12/19/2008,3:02:38,77378,0.563,,,,,
1186,12/19/2008,3:32:38,77328,0.563,,,,,
1187,12/19/2008,4:02:38,77298,0.563,,,,,
1188,12/19/2008,4:32:38,77318,0.563,,,,,
1189,12/19/2008,5:02:38,77277,0.563,,,,,
1190,12/19/2008,5:32:38,77348,0.563,,,,,
1191,12/19/2008,6:02:38,77358,0.563,,,,,
1192,12/19/2008,6:32:38,77358,0.563,,,,,
1193,12/19/2008,7:02:38,77348,0.563,,,,,
1194,12/19/2008,7:32:38,77358,0.563,,,,,
1195,12/19/2008,8:02:38,77358,0.563,,,,,
1196,12/19/2008,8:32:38,77358,0.563,,,,,
1197,12/19/2008,9:02:38,77348,0.563,,,,,
1198,12/19/2008,9:32:38,77368,0.563,,,,,
1199,12/19/2008,10:02:38,77368,0.563,,,,,
1200,12/19/2008,10:32:38,77368,0.563,,,,,
1201,12/19/2008,11:02:38,77328,0.563,,,,,
1202,12/19/2008,11:32:38,77267,0.563,,,,,
1203,12/19/2008,12:02:38,77227,0.563,,,,,
1204,12/19/2008,12:32:38,77176,0.563,,,,,
1205,12/19/2008,13:02:38,77116,0.563,,,,,
1206,12/19/2008,13:32:38,77076,0.563,,,,,
1207,12/19/2008,14:02:38,77055,0.563,,,,,
1208,12/19/2008,14:32:38,77045,0.563,,,,,
1209,12/19/2008,15:02:38,77035,0.563,,,,,
1210,12/19/2008,15:32:38,77015,0.563,,,,,
1211,12/19/2008,16:02:38,77045,0.563,,,,,
1212,12/19/2008,16:32:38,77035,0.563,,,,,
1213,12/19/2008,17:02:38,77035,0.563,,,,,
1214,12/19/2008,17:32:38,77065,0.563,,,,,
1215,12/19/2008,18:02:38,77076,0.563,,,,,
1216,12/19/2008,18:32:38,77076,0.563,,,,,
1217,12/19/2008,19:02:38,77096,0.563,,,,,
1218,12/19/2008,19:32:38,77096,0.563,,,,,
1219,12/19/2008,20:02:38,77087,0.453,,,,,
1220,12/19/2008,20:32:38,77076,0.563,,,,,
1221,12/19/2008,21:02:38,77076,0.563,,,,,
1222,12/19/2008,21:32:38,77107,0.453,,,,,
1223,12/19/2008,22:02:38,77097,0.453,,,,,
1224,12/19/2008,22:32:38,77107,0.453,,,,,
1225,12/19/2008,23:02:38,77077,0.453,,,,,
1226,12/19/2008,23:32:38,77077,0.453,,,,,
1227,12/20/2008,0:02:38,77067,0.453,,,,,
1228,12/20/2008,0:32:38,77036,0.453,,,,,
1229,12/20/2008,1:02:38,77016,0.453,,,,,
1230,12/20/2008,1:32:38,77006,0.453,,,,,
1231,12/20/2008,2:02:38,77016,0.453,,,,,
1232,12/20/2008,2:32:38,77026,0.453,,,,,
1233,12/20/2008,3:02:38,77056,0.453,,,,,
1234,12/20/2008,3:32:38,77056,0.453,,,,,
1235,12/20/2008,4:02:38,77026,0.453,,,,,
1236,12/20/2008,4:32:38,77046,0.453,,,,,
1237,12/20/2008,5:02:38,77046,0.453,,,,,
1238,12/20/2008,5:32:38,77046,0.453,,,,,
1239,12/20/2008,6:02:38,77077,0.453,,,,,
1240,12/20/2008,6:32:38,77077,0.453,,,,,
1241,12/20/2008,7:02:38,77077,0.453,,,,,
1242,12/20/2008,7:32:38,77077,0.453,,,,,
1243,12/20/2008,8:02:38,77087,0.453,,,,,
1244,12/20/2008,8:32:38,77097,0.453,,,,,
1245,12/20/2008,9:02:38,77097,0.453,,,,,
1246,12/20/2008,9:32:38,77097,0.453,,,,,
1247,12/20/2008,10:02:38,77127,0.453,,,,,
1248,12/20/2008,10:32:38,77107,0.453,,,,,
1249,12/20/2008,11:02:38,77107,0.453,,,,,
1250,12/20/2008,11:32:38,77067,0.453,,,,,
1251,12/20/2008,12:02:38,77026,0.453,,,,,
1252,12/20/2008,12:32:38,77016,0.453,,,,,
1253,12/20/2008,13:02:38,77016,0.453,,,,,
1254,12/20/2008,13:32:38,76996,0.453,,,,,
1255,12/20/2008,14:02:38,76996,0.453,,,,,
1256,12/20/2008,14:32:38,77006,0.453,,,,,
1257,12/20/2008,15:02:38,77036,0.453,,,,,
1258,12/20/2008,15:32:38,77056,0.453,,,,,
1259,12/20/2008,16:02:38,77077,0.453,,,,,
1260,12/20/2008,16:32:38,77127,0.453,,,,,
1261,12/20/2008,17:02:38,77127,0.453,,,,,
1262,12/20/2008,17:32:38,77137,0.453,,,,,
1263,12/20/2008,18:02:38,77188,0.453,,,,,
1264,12/20/2008,18:32:38,77208,0.453,,,,,
1265,12/20/2008,19:02:38,77238,0.453,,,,,
1266,12/20/2008,19:32:38,77218,0.453,,,,,
1267,12/20/2008,20:02:38,77238,0.453,,,,,
1268,12/20/2008,20:32:38,77258,0.453,,,,,
1269,12/20/2008,21:02:38,77309,0.453,,,,,
1270,12/20/2008,21:32:38,77299,0.453,,,,,
1271,12/20/2008,22:02:38,77329,0.453,,,,,
1272,12/20/2008,22:32:38,77339,0.453,,,,,
1273,12/20/2008,23:02:38,77329,0.453,,,,,
1274,12/20/2008,23:32:38,77339,0.453,,,,,
1275,12/21/2008,0:02:38,77329,0.453,,,,,
1276,12/21/2008,0:32:38,77319,0.453,,,,,
1277,12/21/2008,1:02:38,77329,0.453,,,,,
1278,12/21/2008,1:32:38,77319,0.453,,,,,
1279,12/21/2008,2:02:38,77329,0.453,,,,,
1280,12/21/2008,2:32:38,77339,0.453,,,,,
1281,12/21/2008,3:02:38,77329,0.453,,,,,
1282,12/21/2008,3:32:38,77329,0.453,,,,,
1283,12/21/2008,4:02:38,77319,0.453,,,,,
1284,12/21/2008,4:32:38,77339,0.453,,,,,
1285,12/21/2008,5:02:38,77379,0.453,,,,,
1286,12/21/2008,5:32:38,77410,0.453,,,,,
1287,12/21/2008,6:02:38,77410,0.453,,,,,
1288,12/21/2008,6:32:38,77460,0.453,,,,,
1289,12/21/2008,7:02:38,77481,0.343,,,,,
1290,12/21/2008,7:32:38,77441,0.343,,,,,
1291,12/21/2008,8:02:38,77441,0.343,,,,,
1292,12/21/2008,8:32:38,77451,0.343,,,,,
1293,12/21/2008,9:02:38,77461,0.343,,,,,
1294,12/21/2008,9:32:38,77461,0.343,,,,,
1295,12/21/2008,10:02:38,77451,0.343,,,,,
1296,12/21/2008,10:32:38,77451,0.343,,,,,
1297,12/21/2008,11:02:38,77411,0.343,,,,,
1298,12/21/2008,11:32:38,77350,0.343,,,,,
1299,12/21/2008,12:02:38,77320,0.343,,,,,
1300,12/21/2008,12:32:38,77280,0.343,,,,,
1301,12/21/2008,13:02:38,77269,0.343,,,,,
1302,12/21/2008,13:32:38,77269,0.343,,,,,
1303,12/21/2008,14:02:38,77249,0.343,,,,,
1304,12/21/2008,14:32:38,77269,0.343,,,,,
1305,12/21/2008,15:02:38,77259,0.343,,,,,
1306,12/21/2008,15:32:38,77259,0.343,,,,,
1307,12/21/2008,16:02:38,77269,0.343,,,,,
1308,12/21/2008,16:32:38,77290,0.343,,,,,
1309,12/21/2008,17:02:38,77280,0.343,,,,,
1310,12/21/2008,17:32:38,77259,0.343,,,,,
1311,12/21/2008,18:02:38,77280,0.343,,,,,
1312,12/21/2008,18:32:38,77269,0.343,,,,,
1313,12/21/2008,19:02:38,77249,0.343,,,,,
1314,12/21/2008,19:32:38,77239,0.343,,,,,
1315,12/21/2008,20:02:38,77259,0.343,,,,,
1316,12/21/2008,20:32:38,77269,0.343,,,,,
1317,12/21/2008,21:02:38,77239,0.343,,,,,
1318,12/21/2008,21:32:38,77219,0.343,,,,,
1319,12/21/2008,22:02:38,77209,0.343,,,,,
1320,12/21/2008,22:32:38,77199,0.343,,,,,
1321,12/21/2008,23:02:38,77189,0.343,,,,,
1322,12/21/2008,23:32:38,77148,0.343,,,,,
1323,12/22/2008,0:02:38,77128,0.343,,,,,
1324,12/22/2008,0:32:38,77078,0.343,,,,,
1325,12/22/2008,1:02:38,77058,0.343,,,,,
1326,12/22/2008,1:32:38,77017,0.343,,,,,
1327,12/22/2008,2:02:38,76987,0.343,,,,,
1328,12/22/2008,2:32:38,76957,0.343,,,,,
1329,12/22/2008,3:02:38,76936,0.343,,,,,
1330,12/22/2008,3:32:38,76957,0.343,,,,,
1331,12/22/2008,4:02:38,76906,0.343,,,,,
1332,12/22/2008,4:32:38,76856,0.343,,,,,
1333,12/22/2008,5:02:38,76805,0.343,,,,,
1334,12/22/2008,5:32:38,76775,0.343,,,,,
1335,12/22/2008,6:02:38,76755,0.343,,,,,
1336,12/22/2008,6:32:38,76775,0.343,,,,,
1337,12/22/2008,7:02:38,76765,0.343,,,,,
1338,12/22/2008,7:32:38,76745,0.343,,,,,
1339,12/22/2008,8:02:38,76694,0.343,,,,,
1340,12/22/2008,8:32:38,76724,0.343,,,,,
1341,12/22/2008,9:02:38,76714,0.343,,,,,
1342,12/22/2008,9:32:38,76755,0.343,,,,,
1343,12/22/2008,10:02:38,76694,0.343,,,,,
1344,12/22/2008,10:32:38,76644,0.343,,,,,
1345,12/22/2008,11:02:38,76613,0.343,,,,,
1346,12/22/2008,11:32:38,76523,0.343,,,,,
1347,12/22/2008,12:02:38,76442,0.343,,,,,
1348,12/22/2008,12:32:38,76381,0.343,,,,,
1349,12/22/2008,13:02:38,76381,0.343,,,,,
1350,12/22/2008,13:32:38,76331,0.343,,,,,
1351,12/22/2008,14:02:38,76300,0.343,,,,,
1352,12/22/2008,14:32:38,76280,0.343,,,,,
1353,12/22/2008,15:02:38,76250,0.343,,,,,
1354,12/22/2008,15:32:38,76250,0.343,,,,,
1355,12/22/2008,16:02:38,76270,0.343,,,,,
1356,12/22/2008,16:32:38,76270,0.343,,,,,
1357,12/22/2008,17:02:38,76230,0.343,,,,,
1358,12/22/2008,17:32:38,76210,0.343,,,,,
1359,12/22/2008,18:02:38,76230,0.343,,,,,
1360,12/22/2008,18:32:38,76230,0.343,,,,,
1361,12/22/2008,19:02:38,76210,0.343,,,,,
1362,12/22/2008,19:32:38,76200,0.343,,,,,
1363,12/22/2008,20:02:38,76159,0.343,,,,,
1364,12/22/2008,20:32:38,76149,0.343,,,,,
1365,12/22/2008,21:02:38,76119,0.343,,,,,
1366,12/22/2008,21:32:38,76129,0.343,,,,,
1367,12/22/2008,22:02:38,76119,0.343,,,,,
1368,12/22/2008,22:32:38,76139,0.343,,,,,
1369,12/22/2008,23:02:38,76129,0.343,,,,,
1370,12/22/2008,23:32:38,76099,0.343,,,,,
1371,12/23/2008,0:02:38,76099,0.343,,,,,
1372,12/23/2008,0:32:38,75988,0.343,,,,,
1373,12/23/2008,1:02:38,75978,0.343,,,,,
1374,12/23/2008,1:32:38,75917,0.343,,,,,
1375,12/23/2008,2:02:38,75917,0.343,,,,,
1376,12/23/2008,2:32:38,75897,0.343,,,,,
1377,12/23/2008,3:02:38,75867,0.343,,,,,
1378,12/23/2008,3:32:38,75816,0.343,,,,,
1379,12/23/2008,4:02:38,75826,0.343,,,,,
1380,12/23/2008,4:32:38,75806,0.343,,,,,
1381,12/23/2008,5:02:38,75776,0.343,,,,,
1382,12/23/2008,5:32:38,75786,0.343,,,,,
1383,12/23/2008,6:02:38,75806,0.343,,,,,
1384,12/23/2008,6:32:38,75806,0.343,,,,,
1385,12/23/2008,7:02:38,75776,0.343,,,,,
1386,12/23/2008,7:32:38,75836,0.343,,,,,
1387,12/23/2008,8:02:38,75877,0.343,,,,,
1388,12/23/2008,8:32:38,75907,0.343,,,,,
1389,12/23/2008,9:02:38,75917,0.343,,,,,
1390,12/23/2008,9:32:38,75978,0.343,,,,,
1391,12/23/2008,10:02:38,75957,0.343,,,,,
1392,12/23/2008,10:32:38,75897,0.343,,,,,
1393,12/23/2008,11:02:38,75877,0.343,,,,,
1394,12/23/2008,11:32:38,75836,0.343,,,,,
1395,12/23/2008,12:02:38,75796,0.343,,,,,
1396,12/23/2008,12:32:38,75786,0.343,,,,,
1397,12/23/2008,13:02:38,75766,0.343,,,,,
1398,12/23/2008,13:32:38,75786,0.343,,,,,
1399,12/23/2008,14:02:38,75796,0.343,,,,,
1400,12/23/2008,14:32:38,75856,0.343,,,,,
1401,12/23/2008,15:02:38,75887,0.343,,,,,
1402,12/23/2008,15:32:38,75887,0.343,,,,,
1403,12/23/2008,16:02:38,75937,0.343,,,,,
1404,12/23/2008,16:32:38,75957,0.343,,,,,
1405,12/23/2008,17:02:38,75967,0.343,,,,,
1406,12/23/2008,17:32:38,76008,0.343,,,,,
1407,12/23/2008,18:02:38,76078,0.343,,,,,
1408,12/23/2008,18:32:38,76109,0.343,,,,,
1409,12/23/2008,19:02:38,76159,0.343,,,,,
1410,12/23/2008,19:32:38,76169,0.343,,,,,
1411,12/23/2008,20:02:38,76210,0.343,,,,,
1412,12/23/2008,20:32:38,76290,0.343,,,,,
1413,12/23/2008,21:02:38,76351,0.343,,,,,
1414,12/23/2008,21:32:38,76401,0.343,,,,,
1415,12/23/2008,22:02:38,76432,0.343,,,,,
1416,12/23/2008,22:32:38,76492,0.343,,,,,
1417,12/23/2008,23:02:38,76543,0.343,,,,,
1418,12/23/2008,23:32:38,76573,0.343,,,,,
1419,12/24/2008,0:02:38,76593,0.343,,,,,
1420,12/24/2008,0:32:38,76654,0.343,,,,,
1421,12/24/2008,1:02:38,76654,0.343,,,,,
1422,12/24/2008,1:32:38,76644,0.343,,,,,
1423,12/24/2008,2:02:38,76714,0.343,,,,,
1424,12/24/2008,2:32:38,76755,0.343,,,,,
1425,12/24/2008,3:02:38,76856,0.343,,,,,
1426,12/24/2008,3:32:38,76926,0.343,,,,,
1427,12/24/2008,4:02:38,76906,0.343,,,,,
1428,12/24/2008,4:32:38,76967,0.343,,,,,
1429,12/24/2008,5:02:38,76967,0.343,,,,,
1430,12/24/2008,5:32:38,77027,0.343,,,,,
1431,12/24/2008,6:02:38,77088,0.343,,,,,
1432,12/24/2008,6:32:38,77138,0.343,,,,,
1433,12/24/2008,7:02:38,77138,0.343,,,,,
1434,12/24/2008,7:32:38,77148,0.343,,,,,
1435,12/24/2008,8:02:38,77179,0.343,,,,,
1436,12/24/2008,8:32:38,77219,0.343,,,,,
1437,12/24/2008,9:02:38,77249,0.343,,,,,
1438,12/24/2008,9:32:38,77239,0.343,,,,,
1439,12/24/2008,10:02:38,77199,0.343,,,,,
1440,12/24/2008,10:32:38,77158,0.343,,,,,
1441,12/24/2008,11:02:38,77199,0.343,,,,,
1442,12/24/2008,11:32:38,77169,0.343,,,,,
1443,12/24/2008,12:02:38,77138,0.343,,,,,
1444,12/24/2008,12:32:38,77088,0.343,,,,,
1445,12/24/2008,13:02:38,77047,0.343,,,,,
1446,12/24/2008,13:32:38,77058,0.343,,,,,
1447,12/24/2008,14:02:38,77068,0.343,,,,,
1448,12/24/2008,14:32:38,77088,0.343,,,,,
1449,12/24/2008,15:02:38,77128,0.343,,,,,
1450,12/24/2008,15:32:38,77128,0.343,,,,,
1451,12/24/2008,16:02:38,77108,0.343,,,,,
1452,12/24/2008,16:32:38,77138,0.343,,,,,
1453,12/24/2008,17:02:38,77199,0.343,,,,,
1454,12/24/2008,17:32:38,77259,0.343,,,,,
1455,12/24/2008,18:02:38,77239,0.343,,,,,
1456,12/24/2008,18:32:38,77249,0.343,,,,,
1457,12/24/2008,19:02:38,77280,0.343,,,,,
1458,12/24/2008,19:32:38,77269,0.343,,,,,
1459,12/24/2008,20:02:38,77269,0.343,,,,,
1460,12/24/2008,20:32:38,77259,0.343,,,,,
1461,12/24/2008,21:02:38,77239,0.343,,,,,
1462,12/24/2008,21:32:38,77239,0.343,,,,,
1463,12/24/2008,22:02:38,77259,0.343,,,,,
1464,12/24/2008,22:32:38,77249,0.343,,,,,
1465,12/24/2008,23:02:38,77219,0.343,,,,,
1466,12/24/2008,23:32:38,77189,0.343,,,,,
1467,12/25/2008,0:02:38,77158,0.343,,,,,
1468,12/25/2008,0:32:38,77108,0.343,,,,,
1469,12/25/2008,1:02:38,77078,0.343,,,,,
1470,12/25/2008,1:32:38,77037,0.343,,,,,
1471,12/25/2008,2:02:38,76977,0.343,,,,,
1472,12/25/2008,2:32:38,76997,0.343,,,,,
1473,12/25/2008,3:02:38,76977,0.343,,,,,
1474,12/25/2008,3:32:38,76946,0.343,,,,,
1475,12/25/2008,4:02:38,76936,0.343,,,,,
1476,12/25/2008,4:32:38,76896,0.343,,,,,
1477,12/25/2008,5:02:38,76896,0.343,,,,,
1478,12/25/2008,5:32:38,76856,0.343,,,,,
1479,12/25/2008,6:02:38,76866,0.343,,,,,
1480,12/25/2008,6:32:38,76866,0.343,,,,,
1481,12/25/2008,7:02:38,76805,0.343,,,,,
1482,12/25/2008,7:32:38,76825,0.343,,,,,
1483,12/25/2008,8:02:38,76795,0.343,,,,,
1484,12/25/2008,8:32:38,76805,0.343,,,,,
1485,12/25/2008,9:02:38,76795,0.343,,,,,
1486,12/25/2008,9:32:38,76775,0.343,,,,,
1487,12/25/2008,10:02:38,76795,0.343,,,,,
1488,12/25/2008,10:32:38,76805,0.343,,,,,
1489,12/25/2008,11:02:38,76765,0.343,,,,,
1490,12/25/2008,11:32:38,76714,0.343,,,,,
1491,12/25/2008,12:02:38,76694,0.343,,,,,
1492,12/25/2008,12:32:38,76603,0.343,,,,,
1493,12/25/2008,13:02:38,76583,0.343,,,,,
1494,12/25/2008,13:32:38,76603,0.343,,,,,
1495,12/25/2008,14:02:38,76593,0.343,,,,,
1496,12/25/2008,14:32:38,76593,0.343,,,,,
1497,12/25/2008,15:02:38,76583,0.343,,,,,
1498,12/25/2008,15:32:38,76573,0.343,,,,,
1499,12/25/2008,16:02:38,76563,0.343,,,,,
1500,12/25/2008,16:32:38,76583,0.343,,,,,
1501,12/25/2008,17:02:38,76553,0.343,,,,,
1502,12/25/2008,17:32:38,76533,0.343,,,,,
1503,12/25/2008,18:02:38,76533,0.343,,,,,
1504,12/25/2008,18:32:38,76482,0.343,,,,,
1505,12/25/2008,19:02:38,76472,0.343,,,,,
1506,12/25/2008,19:32:38,76422,0.343,,,,,
1507,12/25/2008,20:02:38,76412,0.343,,,,,
1508,12/25/2008,20:32:38,76412,0.343,,,,,
1509,12/25/2008,21:02:38,76391,0.343,,,,,
1510,12/25/2008,21:32:38,76381,0.343,,,,,
1511,12/25/2008,22:02:38,76351,0.343,,,,,
1512,12/25/2008,22:32:38,76351,0.343,,,,,
1513,12/25/2008,23:02:38,76280,0.343,,,,,
1514,12/25/2008,23:32:38,76250,0.343,,,,,
1515,12/26/2008,0:02:38,76189,0.343,,,,,
1516,12/26/2008,0:32:38,76240,0.343,,,,,
1517,12/26/2008,1:02:38,76230,0.343,,,,,
1518,12/26/2008,1:32:38,76200,0.343,,,,,
1519,12/26/2008,2:02:38,76220,0.343,,,,,
1520,12/26/2008,2:32:38,76159,0.343,,,,,
1521,12/26/2008,3:02:38,76139,0.343,,,,,
1522,12/26/2008,3:32:38,76119,0.343,,,,,
1523,12/26/2008,4:02:38,76058,0.343,,,,,
1524,12/26/2008,4:32:38,76048,0.343,,,,,
1525,12/26/2008,5:02:38,76038,0.343,,,,,
1526,12/26/2008,5:32:38,76028,0.343,,,,,
1527,12/26/2008,6:02:38,75998,0.343,,,,,
1528,12/26/2008,6:32:38,76008,0.343,,,,,
1529,12/26/2008,7:02:38,75988,0.343,,,,,
1530,12/26/2008,7:32:38,75998,0.343,,,,,
1531,12/26/2008,8:02:38,75978,0.343,,,,,
1532,12/26/2008,8:32:38,76008,0.343,,,,,
1533,12/26/2008,9:02:38,75978,0.343,,,,,
1534,12/26/2008,9:32:38,75998,0.343,,,,,
1535,12/26/2008,10:02:38,76028,0.343,,,,,
1536,12/26/2008,10:32:38,76099,0.343,,,,,
1537,12/26/2008,11:02:38,76099,0.343,,,,,
1538,12/26/2008,11:32:38,76169,0.343,,,,,
1539,12/26/2008,12:02:38,76210,0.343,,,,,
1540,12/26/2008,12:32:38,76169,0.343,,,,,
1541,12/26/2008,13:02:38,76189,0.343,,,,,
1542,12/26/2008,13:32:38,76189,0.343,,,,,
1543,12/26/2008,14:02:38,76149,0.343,,,,,
1544,12/26/2008,14:32:38,76139,0.343,,,,,
1545,12/26/2008,15:02:38,76159,0.343,,,,,
1546,12/26/2008,15:32:38,76159,0.343,,,,,
1547,12/26/2008,16:02:38,76189,0.343,,,,,
1548,12/26/2008,16:32:38,76210,0.343,,,,,
1549,12/26/2008,17:02:38,76179,0.343,,,,,
1550,12/26/2008,17:32:38,76189,0.343,,,,,
1551,12/26/2008,18:02:38,76210,0.343,,,,,
1552,12/26/2008,18:32:38,76230,0.343,,,,,
1553,12/26/2008,19:02:38,76270,0.343,,,,,
1554,12/26/2008,19:32:38,76260,0.343,,,,,
1555,12/26/2008,20:02:38,76270,0.343,,,,,
1556,12/26/2008,20:32:38,76290,0.343,,,,,
1557,12/26/2008,21:02:38,76290,0.343,,,,,
1558,12/26/2008,21:32:38,76240,0.343,,,,,
1559,12/26/2008,22:02:38,76290,0.343,,,,,
1560,12/26/2008,22:32:38,76341,0.343,,,,,
1561,12/26/2008,23:02:38,76351,0.343,,,,,
1562,12/26/2008,23:32:38,76321,0.343,,,,,
1563,12/27/2008,0:02:38,76300,0.343,,,,,
1564,12/27/2008,0:32:38,76290,0.343,,,,,
1565,12/27/2008,1:02:38,76331,0.343,,,,,
1566,12/27/2008,1:32:38,76311,0.343,,,,,
1567,12/27/2008,2:02:38,76331,0.343,,,,,
1568,12/27/2008,2:32:38,76351,0.343,,,,,
1569,12/27/2008,3:02:38,76361,0.343,,,,,
1570,12/27/2008,3:32:38,76351,0.343,,,,,
1571,12/27/2008,4:02:38,76381,0.343,,,,,
1572,12/27/2008,4:32:38,76432,0.343,,,,,
1573,12/27/2008,5:02:38,76482,0.343,,,,,
1574,12/27/2008,5:32:38,76523,0.343,,,,,
1575,12/27/2008,6:02:38,76593,0.343,,,,,
1576,12/27/2008,6:32:38,76654,0.343,,,,,
1577,12/27/2008,7:02:38,76724,0.343,,,,,
1578,12/27/2008,7:32:38,76755,0.343,,,,,
1579,12/27/2008,8:02:38,76805,0.343,,,,,
1580,12/27/2008,8:32:38,76835,0.343,,,,,
1581,12/27/2008,9:02:38,76866,0.343,,,,,
1582,12/27/2008,9:32:38,76876,0.343,,,,,
1583,12/27/2008,10:02:38,76866,0.343,,,,,
1584,12/27/2008,10:32:38,76926,0.343,,,,,
1585,12/27/2008,11:02:38,76957,0.343,,,,,
1586,12/27/2008,11:32:38,76946,0.343,,,,,
1587,12/27/2008,12:02:38,76936,0.343,,,,,
1588,12/27/2008,12:32:38,76906,0.343,,,,,
1589,12/27/2008,13:02:38,76896,0.343,,,,,
1590,12/27/2008,13:32:38,76957,0.343,,,,,
1591,12/27/2008,14:02:38,76967,0.343,,,,,
1592,12/27/2008,14:32:38,77007,0.343,,,,,
1593,12/27/2008,15:02:38,77007,0.343,,,,,
1594,12/27/2008,15:32:38,77088,0.343,,,,,
1595,12/27/2008,16:02:38,77128,0.343,,,,,
1596,12/27/2008,16:32:38,77148,0.343,,,,,
1597,12/27/2008,17:02:38,77179,0.343,,,,,
1598,12/27/2008,17:32:38,77259,0.343,,,,,
1599,12/27/2008,18:02:38,77280,0.343,,,,,
1600,12/27/2008,18:32:38,77269,0.343,,,,,
1601,12/27/2008,19:02:38,77259,0.343,,,,,
1602,12/27/2008,19:32:38,77280,0.343,,,,,
1603,12/27/2008,20:02:38,77290,0.343,,,,,
1604,12/27/2008,20:32:38,77280,0.343,,,,,
1605,12/27/2008,21:02:38,77280,0.343,,,,,
1606,12/27/2008,21:32:38,77310,0.343,,,,,
1607,12/27/2008,22:02:38,77320,0.343,,,,,
1608,12/27/2008,22:32:38,77340,0.343,,,,,
1609,12/27/2008,23:02:38,77350,0.343,,,,,
1610,12/27/2008,23:32:38,77360,0.343,,,,,
1611,12/28/2008,0:02:38,77350,0.343,,,,,
1612,12/28/2008,0:32:38,77360,0.343,,,,,
1613,12/28/2008,1:02:38,77350,0.343,,,,,
1614,12/28/2008,1:32:38,77370,0.343,,,,,
1615,12/28/2008,2:02:38,77411,0.343,,,,,
1616,12/28/2008,2:32:38,77421,0.343,,,,,
1617,12/28/2008,3:02:38,77411,0.343,,,,,
1618,12/28/2008,3:32:38,77441,0.343,,,,,
1619,12/28/2008,4:02:38,77451,0.343,,,,,
1620,12/28/2008,4:32:38,77441,0.343,,,,,
1621,12/28/2008,5:02:38,77451,0.343,,,,,
1622,12/28/2008,5:32:38,77481,0.343,,,,,
1623,12/28/2008,6:02:38,77523,0.232,,,,,
