"Plot Title: 9811662"
"#","Date Time, GMT-05:00","Abs Pres, Pa (LGR S/N: 9811662, SEN S/N: 9811662)","Temp, °C (LGR S/N: 9811662, SEN S/N: 9811662)","Batt, V (LGR S/N: 9811662, SEN S/N: 9811662)","Host Connected (LGR S/N: 9811662)","Coupler Detached (LGR S/N: 9811662)","Coupler Attached (LGR S/N: 9811662)","End Of File (LGR S/N: 9811662)"
3592,12/17/11 08:56:40 AM,35909942528302,66.294,3.54,,,,
3593,12/17/11 08:57:00 AM,35909942528302,66.294,3.54,,,,
3594,12/17/11 08:57:20 AM,35902906030919,66.294,3.54,,,,
3595,12/17/11 08:57:40 AM,35902906030919,66.294,3.54,,,,
3596,12/17/11 08:58:00 AM,35902906030919,66.294,3.54,,,,
3597,12/17/11 08:58:20 AM,35895870223011,66.294,3.54,,,,
3598,12/17/11 08:58:40 AM,35902906030919,66.294,3.54,,,,
3599,12/17/11 08:59:00 AM,35895870223011,66.294,3.54,,,,
3600,12/17/11 08:59:20 AM,35910798044310,66.496,3.54,,,,
3601,12/17/11 08:59:40 AM,35896725572167,66.496,3.54,,,,
3602,12/17/11 09:00:00 AM,35903761463501,66.496,3.54,,,,
3603,12/17/11 09:00:20 AM,35903761463501,66.496,3.54,,,,
3604,12/17/11 09:00:40 AM,35896725572167,66.496,3.54,,,,
3605,12/17/11 09:01:00 AM,35903761463501,66.496,3.54,,,,
3606,12/17/11 09:01:20 AM,35910798044310,66.496,3.54,,,,
3607,12/17/11 09:01:40 AM,35896725572167,66.496,3.54,,,,
3608,12/17/11 09:02:00 AM,35903761463501,66.496,3.54,,,,
3609,12/17/11 09:02:20 AM,35904621362168,66.699,3.54,,,,
3610,12/17/11 09:02:40 AM,35897585386976,66.699,3.54,,,,
3611,12/17/11 09:03:00 AM,35904621362168,66.699,3.54,,,,
3612,12/17/11 09:03:20 AM,35904621362168,66.699,3.54,,,,
3613,12/17/11 09:03:40 AM,35904621362168,66.699,3.54,,,,
3614,12/17/11 09:04:00 AM,35904621362168,66.699,3.54,,,,
3615,12/17/11 09:04:20 AM,35897585386976,66.699,3.54,,,,
3616,12/17/11 09:04:40 AM,35904621362168,66.699,3.54,,,,
3617,12/17/11 09:05:00 AM,35904621362168,66.699,3.54,,,,
3618,12/17/11 09:05:20 AM,35897585386976,66.699,3.54,,,,
3619,12/17/11 09:05:40 AM,35905485780671,66.903,3.54,,,,
3620,12/17/11 09:06:00 AM,35898449721182,66.903,3.54,,,,
3621,12/17/11 09:06:20 AM,35898449721182,66.903,3.54,,,,
3622,12/17/11 09:06:40 AM,35898449721182,66.903,3.54,,,,
3623,12/17/11 09:07:00 AM,35891414351168,66.903,3.54,,,,
3624,12/17/11 09:07:20 AM,35891414351168,66.903,3.54,,,,
3625,12/17/11 09:07:40 AM,35898449721182,66.903,3.54,,,,
3626,12/17/11 09:08:00 AM,35891414351168,66.903,3.54,,,,
3627,12/17/11 09:08:20 AM,35891414351168,66.903,3.54,,,,
3628,12/17/11 09:08:40 AM,35892283174694,67.107,3.54,,,,
3629,12/17/11 09:09:00 AM,35899318629449,67.107,3.54,,,,
3630,12/17/11 09:09:20 AM,35885248409415,67.107,3.54,,,,
3631,12/17/11 09:09:40 AM,35885248409415,67.107,3.54,,,,
3632,12/17/11 09:10:00 AM,35885248409415,67.107,3.54,,,,
3633,12/17/11 09:10:20 AM,35892283174694,67.107,3.54,,,,
3634,12/17/11 09:10:40 AM,35892283174694,67.107,3.54,,,,
3635,12/17/11 09:11:00 AM,35878214333611,67.107,3.54,,,,
3636,12/17/11 09:11:20 AM,35885248409415,67.107,3.54,,,,
3637,12/17/11 09:11:40 AM,35900192167383,67.313,3.54,,,,
3638,12/17/11 09:12:00 AM,35893156627437,67.313,3.54,,,,
3639,12/17/11 09:12:20 AM,35886121776968,67.313,3.54,,,,
3640,12/17/11 09:12:40 AM,35886121776968,67.313,3.54,,,,
3641,12/17/11 09:13:00 AM,35879087615974,67.313,3.54,,,,
3642,12/17/11 09:13:20 AM,35879087615974,67.313,3.54,,,,
3643,12/17/11 09:13:40 AM,35893156627437,67.313,3.54,,,,
3644,12/17/11 09:14:00 AM,35886121776968,67.313,3.54,,,,
3645,12/17/11 09:14:20 AM,35879087615974,67.313,3.54,,,,
3646,12/17/11 09:14:40 AM,35886121776968,67.313,3.54,,,,
3647,12/17/11 09:15:00 AM,35879965583207,67.520,3.54,,,,
3648,12/17/11 09:15:20 AM,35886999829846,67.520,3.54,,,,
3649,12/17/11 09:15:40 AM,35879965583207,67.520,3.54,,,,
3650,12/17/11 09:16:00 AM,35879965583207,67.520,3.54,,,,
3651,12/17/11 09:16:20 AM,35886999829846,67.520,3.54,,,,
3652,12/17/11 09:16:40 AM,35879965583207,67.520,3.54,,,,
3653,12/17/11 09:17:00 AM,35879965583207,67.520,3.54,,,,
3654,12/17/11 09:17:20 AM,35879965583207,67.520,3.54,,,,
3655,12/17/11 09:17:40 AM,35879965583207,67.520,3.54,,,,
3656,12/17/11 09:18:00 AM,35872932026044,67.520,3.54,,,,
3657,12/17/11 09:18:20 AM,35872932026044,67.520,3.54,,,,
3658,12/17/11 09:18:40 AM,35872932026044,67.520,3.54,,,,
3659,12/17/11 09:19:00 AM,35872932026044,67.520,3.54,,,,
3660,12/17/11 09:19:20 AM,35880848292846,67.728,3.54,,,,
3661,12/17/11 09:19:40 AM,35887882625591,67.728,3.54,,,,
3662,12/17/11 09:20:00 AM,35880848292846,67.728,3.54,,,,
3663,12/17/11 09:20:20 AM,35880848292846,67.728,3.54,,,,
3664,12/17/11 09:20:40 AM,35880848292846,67.728,3.54,,,,
3665,12/17/11 09:21:00 AM,35873814649578,67.728,3.54,,,,
3666,12/17/11 09:21:20 AM,35873814649578,67.728,3.54,,,,
3667,12/17/11 09:21:40 AM,35873814649578,67.728,3.54,,,,
3668,12/17/11 09:22:00 AM,35866781695785,67.728,3.54,,,,
3669,12/17/11 09:22:20 AM,35866781695785,67.728,3.54,,,,
3670,12/17/11 09:22:40 AM,35873814649578,67.728,3.54,,,,
3671,12/17/11 09:23:00 AM,35866781695785,67.728,3.54,,,,
3672,12/17/11 09:23:20 AM,35873814649578,67.728,3.54,,,,
3673,12/17/11 09:23:40 AM,35880848292846,67.728,3.54,,,,
3674,12/17/11 09:24:00 AM,35873814649578,67.728,3.54,,,,
3675,12/17/11 09:24:20 AM,35866781695785,67.728,3.54,,,,
3676,12/17/11 09:24:40 AM,35873814649578,67.728,3.54,,,,
3677,12/17/11 09:25:00 AM,35866781695785,67.728,3.54,,,,
3678,12/17/11 09:25:20 AM,35866781695785,67.728,3.54,,,,
3679,12/17/11 09:25:40 AM,35859749431467,67.728,3.54,,,,
3680,12/17/11 09:26:00 AM,35860636682342,67.938,3.54,,,,
3681,12/17/11 09:26:20 AM,35874702073595,67.938,3.54,,,,
3682,12/17/11 09:26:40 AM,35860636682342,67.938,3.54,,,,
3683,12/17/11 09:27:00 AM,35860636682342,67.938,3.54,,,,
3684,12/17/11 09:27:20 AM,35867669033230,67.938,3.54,,,,
3685,12/17/11 09:27:40 AM,35867669033230,67.938,3.54,,,,
3686,12/17/11 09:28:00 AM,35860636682342,67.938,3.54,,,,
3687,12/17/11 09:28:20 AM,35860636682342,67.938,3.54,,,,
3688,12/17/11 09:28:40 AM,35853605020929,67.938,3.54,,,,
3689,12/17/11 09:29:00 AM,35860636682342,67.938,3.54,,,,
3690,12/17/11 09:29:20 AM,35860636682342,67.938,3.54,,,,
3691,12/17/11 09:29:40 AM,35867669033230,67.938,3.54,,,,
3692,12/17/11 09:30:00 AM,35874702073595,67.938,3.54,,,,
3693,12/17/11 09:30:20 AM,35860636682342,67.938,3.54,,,,
3694,12/17/11 09:30:40 AM,35874702073595,67.938,3.54,,,,
3695,12/17/11 09:31:00 AM,35867669033230,67.938,3.54,,,,
3696,12/17/11 09:31:20 AM,35867669033230,67.938,3.54,,,,
3697,12/17/11 09:31:40 AM,35867669033230,67.938,3.54,,,,
3698,12/17/11 09:32:00 AM,35867669033230,67.938,3.54,,,,
3699,12/17/11 09:32:20 AM,35867669033230,67.938,3.54,,,,
3700,12/17/11 09:32:40 AM,35867669033230,67.938,3.54,,,,
3701,12/17/11 09:33:00 AM,35867669033230,67.938,3.54,,,,
3702,12/17/11 09:33:20 AM,35867669033230,67.938,3.54,,,,
3703,12/17/11 09:33:40 AM,35860636682342,67.938,3.54,,,,
3704,12/17/11 09:34:00 AM,35860636682342,67.938,3.54,,,,
3705,12/17/11 09:34:20 AM,35867669033230,67.938,3.54,,,,
3706,12/17/11 09:34:40 AM,35867669033230,67.938,3.54,,,,
3707,12/17/11 09:35:00 AM,35867669033230,67.938,3.54,,,,
3708,12/17/11 09:35:20 AM,35867669033230,67.938,3.54,,,,
3709,12/17/11 09:35:40 AM,35867669033230,67.938,3.54,,,,
3710,12/17/11 09:36:00 AM,35867669033230,67.938,3.54,,,,
3711,12/17/11 09:36:20 AM,35860636682342,67.938,3.54,,,,
3712,12/17/11 09:36:40 AM,35867669033230,67.938,3.54,,,,
3713,12/17/11 09:37:00 AM,35874702073595,67.938,3.54,,,,
3714,12/17/11 09:37:20 AM,35874702073595,67.938,3.54,,,,
3715,12/17/11 09:37:40 AM,35867669033230,67.938,3.54,,,,
3716,12/17/11 09:38:00 AM,35867669033230,67.938,3.54,,,,
3717,12/17/11 09:38:20 AM,35867669033230,67.938,3.54,,,,
3718,12/17/11 09:38:40 AM,35867669033230,67.938,3.54,,,,
3719,12/17/11 09:39:00 AM,35860636682342,67.938,3.54,,,,
3720,12/17/11 09:39:20 AM,35867669033230,67.938,3.54,,,,
3721,12/17/11 09:39:40 AM,35860636682342,67.938,3.54,,,,
3722,12/17/11 09:40:00 AM,35868561230255,68.148,3.54,,,,
3723,12/17/11 09:40:20 AM,35860636682342,67.938,3.54,,,,
3724,12/17/11 09:40:40 AM,35861528792323,68.148,3.54,,,,
3725,12/17/11 09:41:00 AM,35868561230255,68.148,3.54,,,,
3726,12/17/11 09:41:20 AM,35868561230255,68.148,3.54,,,,
3727,12/17/11 09:41:40 AM,35868561230255,68.148,3.54,,,,
3728,12/17/11 09:42:00 AM,35868561230255,68.148,3.54,,,,
3729,12/17/11 09:42:20 AM,35868561230255,68.148,3.54,,,,
3730,12/17/11 09:42:40 AM,35868561230255,68.148,3.54,,,,
3731,12/17/11 09:43:00 AM,35868561230255,68.148,3.54,,,,
3732,12/17/11 09:43:20 AM,35868561230255,68.148,3.54,,,,
3733,12/17/11 09:43:40 AM,35861528792323,68.148,3.54,,,,
3734,12/17/11 09:44:00 AM,35868561230255,68.148,3.54,,,,
3735,12/17/11 09:44:20 AM,35868561230255,68.148,3.54,,,,
3736,12/17/11 09:44:40 AM,35868561230255,68.148,3.54,,,,
3737,12/17/11 09:45:00 AM,35868561230255,68.148,3.54,,,,
3738,12/17/11 09:45:20 AM,35868561230255,68.148,3.54,,,,
3739,12/17/11 09:45:40 AM,35861528792323,68.148,3.54,,,,
3740,12/17/11 09:46:00 AM,35868561230255,68.148,3.54,,,,
3741,12/17/11 09:46:20 AM,35868561230255,68.148,3.54,,,,
3742,12/17/11 09:46:40 AM,35868561230255,68.148,3.54,,,,
3743,12/17/11 09:47:00 AM,35861528792323,68.148,3.54,,,,
3744,12/17/11 09:47:20 AM,35861528792323,68.148,3.54,,,,
3745,12/17/11 09:47:40 AM,35868561230255,68.148,3.54,,,,
3746,12/17/11 09:48:00 AM,35868561230255,68.148,3.54,,,,
3747,12/17/11 09:48:20 AM,35868561230255,68.148,3.54,,,,
3748,12/17/11 09:48:40 AM,35868561230255,68.148,3.54,,,,
3749,12/17/11 09:49:00 AM,35854497043867,68.148,3.54,,,,
3750,12/17/11 09:49:20 AM,35861528792323,68.148,3.54,,,,
3751,12/17/11 09:49:40 AM,35861528792323,68.148,3.54,,,,
3752,12/17/11 09:50:00 AM,35861528792323,68.148,3.54,,,,
3753,12/17/11 09:50:20 AM,35861528792323,68.148,3.54,,,,
3754,12/17/11 09:50:40 AM,35861528792323,68.148,3.54,,,,
3755,12/17/11 09:51:00 AM,35861528792323,68.148,3.54,,,,
3756,12/17/11 09:51:20 AM,35861528792323,68.148,3.54,,,,
3757,12/17/11 09:51:40 AM,35868561230255,68.148,3.54,,,,
3758,12/17/11 09:52:00 AM,35868561230255,68.148,3.54,,,,
3759,12/17/11 09:52:20 AM,35861528792323,68.148,3.54,,,,
3760,12/17/11 09:52:40 AM,35854497043867,68.148,3.54,,,,
3761,12/17/11 09:53:00 AM,35861528792323,68.148,3.54,,,,
3762,12/17/11 09:53:20 AM,35854497043867,68.148,3.54,,,,
3763,12/17/11 09:53:40 AM,35861528792323,68.148,3.54,,,,
3764,12/17/11 09:54:00 AM,35854497043867,68.148,3.54,,,,
3765,12/17/11 09:54:20 AM,35861528792323,68.148,3.54,,,,
3766,12/17/11 09:54:40 AM,35861528792323,68.148,3.54,,,,
3767,12/17/11 09:55:00 AM,35854497043867,68.148,3.54,,,,
3768,12/17/11 09:55:20 AM,35861528792323,68.148,3.54,,,,
3769,12/17/11 09:55:40 AM,35861528792323,68.148,3.54,,,,
3770,12/17/11 09:56:00 AM,35861528792323,68.148,3.54,,,,
3771,12/17/11 09:56:20 AM,35868561230255,68.148,3.54,,,,
3772,12/17/11 09:56:40 AM,35861528792323,68.148,3.54,,,,
3773,12/17/11 09:57:00 AM,35861528792323,68.148,3.54,,,,
3774,12/17/11 09:57:20 AM,35854497043867,68.148,3.54,,,,
3775,12/17/11 09:57:40 AM,35861528792323,68.148,3.54,,,,
3776,12/17/11 09:58:00 AM,35854497043867,68.148,3.54,,,,
3777,12/17/11 09:58:20 AM,35847465984887,68.148,3.54,,,,
3778,12/17/11 09:58:40 AM,35854497043867,68.148,3.54,,,,
3779,12/17/11 09:59:00 AM,35861528792323,68.148,3.54,,,,
3780,12/17/11 09:59:20 AM,35861528792323,68.148,3.54,,,,
3781,12/17/11 09:59:40 AM,35854497043867,68.148,3.54,,,,
3782,12/17/11 10:00:00 AM,35854497043867,68.148,3.54,,,,
3783,12/17/11 10:00:20 AM,35861528792323,68.148,3.54,,,,
3784,12/17/11 10:00:40 AM,35861528792323,68.148,3.54,,,,
3785,12/17/11 10:01:00 AM,35861528792323,68.148,3.54,,,,
3786,12/17/11 10:01:20 AM,35861528792323,68.148,3.54,,,,
3787,12/17/11 10:01:40 AM,35854497043867,68.148,3.54,,,,
3788,12/17/11 10:02:00 AM,35854497043867,68.148,3.54,,,,
3789,12/17/11 10:02:20 AM,35861528792323,68.148,3.54,,,,
3790,12/17/11 10:02:40 AM,35861528792323,68.148,3.54,,,,
3791,12/17/11 10:03:00 AM,35854497043867,68.148,3.54,,,,
3792,12/17/11 10:03:20 AM,35847465984887,68.148,3.54,,,,
3793,12/17/11 10:03:40 AM,35854497043867,68.148,3.54,,,,
3794,12/17/11 10:04:00 AM,35854497043867,68.148,3.54,,,,
3795,12/17/11 10:04:20 AM,35854497043867,68.148,3.54,,,,
3796,12/17/11 10:04:40 AM,35854497043867,68.148,3.54,,,,
3797,12/17/11 10:05:00 AM,35854497043867,68.148,3.54,,,,
3798,12/17/11 10:05:20 AM,35861528792323,68.148,3.54,,,,
3799,12/17/11 10:05:40 AM,35854497043867,68.148,3.54,,,,
3800,12/17/11 10:06:00 AM,35854497043867,68.148,3.54,,,,
3801,12/17/11 10:06:20 AM,35868561230255,68.148,3.54,,,,
3802,12/17/11 10:06:40 AM,35861528792323,68.148,3.54,,,,
3803,12/17/11 10:07:00 AM,35854497043867,68.148,3.54,,,,
3804,12/17/11 10:07:20 AM,35847465984887,68.148,3.54,,,,
3805,12/17/11 10:07:40 AM,35854497043867,68.148,3.54,,,,
3806,12/17/11 10:08:00 AM,35847465984887,68.148,3.54,,,,
3807,12/17/11 10:08:20 AM,35847465984887,68.148,3.54,,,,
3808,12/17/11 10:08:40 AM,35854497043867,68.148,3.54,,,,
3809,12/17/11 10:09:00 AM,35854497043867,68.148,3.54,,,,
3810,12/17/11 10:09:20 AM,35861528792323,68.148,3.54,,,,
3811,12/17/11 10:09:40 AM,35861528792323,68.148,3.54,,,,
3812,12/17/11 10:10:00 AM,35861528792323,68.148,3.54,,,,
3813,12/17/11 10:10:20 AM,35861528792323,68.148,3.54,,,,
3814,12/17/11 10:10:40 AM,35861528792323,68.148,3.54,,,,
3815,12/17/11 10:11:00 AM,35854497043867,68.148,3.54,,,,
3816,12/17/11 10:11:20 AM,35861528792323,68.148,3.54,,,,
3817,12/17/11 10:11:40 AM,35854497043867,68.148,3.54,,,,
3818,12/17/11 10:12:00 AM,35854497043867,68.148,3.54,,,,
3819,12/17/11 10:12:20 AM,35861528792323,68.148,3.54,,,,
3820,12/17/11 10:12:40 AM,35854497043867,68.148,3.54,,,,
3821,12/17/11 10:13:00 AM,35854497043867,68.148,3.54,,,,
3822,12/17/11 10:13:20 AM,35854497043867,68.148,3.54,,,,
3823,12/17/11 10:13:40 AM,35854497043867,68.148,3.54,,,,
3824,12/17/11 10:14:00 AM,35854497043867,68.148,3.54,,,,
3825,12/17/11 10:14:20 AM,35854497043867,68.148,3.54,,,,
3826,12/17/11 10:14:40 AM,35854497043867,68.148,3.54,,,,
3827,12/17/11 10:15:00 AM,35861528792323,68.148,3.54,,,,
3828,12/17/11 10:15:20 AM,35854497043867,68.148,3.54,,,,
3829,12/17/11 10:15:40 AM,35861528792323,68.148,3.54,,,,
3830,12/17/11 10:16:00 AM,35854497043867,68.148,3.54,,,,
3831,12/17/11 10:16:20 AM,35854497043867,68.148,3.54,,,,
3832,12/17/11 10:16:40 AM,35861528792323,68.148,3.54,,,,
3833,12/17/11 10:17:00 AM,35861528792323,68.148,3.54,,,,
3834,12/17/11 10:17:20 AM,35861528792323,68.148,3.54,,,,
3835,12/17/11 10:17:40 AM,35854497043867,68.148,3.54,,,,
3836,12/17/11 10:18:00 AM,35854497043867,68.148,3.54,,,,
3837,12/17/11 10:18:20 AM,35861528792323,68.148,3.54,,,,
3838,12/17/11 10:18:40 AM,35854497043867,68.148,3.54,,,,
3839,12/17/11 10:19:00 AM,35854497043867,68.148,3.54,,,,
3840,12/17/11 10:19:20 AM,35854497043867,68.148,3.54,,,,
3841,12/17/11 10:19:40 AM,35861528792323,68.148,3.54,,,,
3842,12/17/11 10:20:00 AM,35847465984887,68.148,3.54,,,,
3843,12/17/11 10:20:20 AM,35861528792323,68.148,3.54,,,,
3844,12/17/11 10:20:40 AM,35847465984887,68.148,3.54,,,,
3845,12/17/11 10:21:00 AM,35847465984887,68.148,3.54,,,,
3846,12/17/11 10:21:20 AM,35847465984887,68.148,3.54,,,,
3847,12/17/11 10:21:40 AM,35854497043867,68.148,3.54,,,,
3848,12/17/11 10:22:00 AM,35854497043867,68.148,3.54,,,,
3849,12/17/11 10:22:20 AM,35847465984887,68.148,3.54,,,,
3850,12/17/11 10:22:40 AM,35847465984887,68.148,3.54,,,,
3851,12/17/11 10:23:00 AM,35840435615382,68.148,3.54,,,,
3852,12/17/11 10:23:20 AM,35854497043867,68.148,3.54,,,,
3853,12/17/11 10:23:40 AM,35854497043867,68.148,3.54,,,,
3854,12/17/11 10:24:00 AM,35854497043867,68.148,3.54,,,,
3855,12/17/11 10:24:20 AM,35868561230255,68.148,3.54,,,,
3856,12/17/11 10:24:40 AM,35861528792323,68.148,3.54,,,,
3857,12/17/11 10:25:00 AM,35854497043867,68.148,3.54,,,,
3858,12/17/11 10:25:20 AM,35854497043867,68.148,3.54,,,,
3859,12/17/11 10:25:40 AM,35861528792323,68.148,3.54,,,,
3860,12/17/11 10:26:00 AM,35854497043867,68.148,3.54,,,,
3861,12/17/11 10:26:20 AM,35854497043867,68.148,3.54,,,,
3862,12/17/11 10:26:40 AM,35854497043867,68.148,3.54,,,,
3863,12/17/11 10:27:00 AM,35861528792323,68.148,3.54,,,,
3864,12/17/11 10:27:20 AM,35861528792323,68.148,3.54,,,,
3865,12/17/11 10:27:40 AM,35861528792323,68.148,3.54,,,,
3866,12/17/11 10:28:00 AM,35847465984887,68.148,3.54,,,,
3867,12/17/11 10:28:20 AM,35854497043867,68.148,3.54,,,,
3868,12/17/11 10:28:40 AM,35854497043867,68.148,3.54,,,,
3869,12/17/11 10:29:00 AM,35847465984887,68.148,3.54,,,,
3870,12/17/11 10:29:20 AM,35854497043867,68.148,3.54,,,,
3871,12/17/11 10:29:40 AM,35847465984887,68.148,3.54,,,,
3872,12/17/11 10:30:00 AM,35847465984887,68.148,3.54,,,,
3873,12/17/11 10:30:20 AM,35854497043867,68.148,3.54,,,,
3874,12/17/11 10:30:40 AM,35861528792323,68.148,3.54,,,,
3875,12/17/11 10:31:00 AM,35854497043867,68.148,3.54,,,,
3876,12/17/11 10:31:20 AM,35854497043867,68.148,3.54,,,,
3877,12/17/11 10:31:40 AM,35854497043867,68.148,3.54,,,,
3878,12/17/11 10:32:00 AM,35854497043867,68.148,3.54,,,,
3879,12/17/11 10:32:20 AM,35854497043867,68.148,3.54,,,,
3880,12/17/11 10:32:40 AM,35840435615382,68.148,3.54,,,,
3881,12/17/11 10:33:00 AM,35854497043867,68.148,3.54,,,,
3882,12/17/11 10:33:20 AM,35847465984887,68.148,3.54,,,,
3883,12/17/11 10:33:40 AM,35861528792323,68.148,3.54,,,,
3884,12/17/11 10:34:00 AM,35840435615382,68.148,3.54,,,,
3885,12/17/11 10:34:20 AM,35854497043867,68.148,3.54,,,,
3886,12/17/11 10:34:40 AM,35854497043867,68.148,3.54,,,,
3887,12/17/11 10:35:00 AM,35854497043867,68.148,3.54,,,,
3888,12/17/11 10:35:20 AM,35854497043867,68.148,3.54,,,,
3889,12/17/11 10:35:40 AM,35854497043867,68.148,3.54,,,,
3890,12/17/11 10:36:00 AM,35854497043867,68.148,3.54,,,,
3891,12/17/11 10:36:20 AM,35847465984887,68.148,3.54,,,,
3892,12/17/11 10:36:40 AM,35847465984887,68.148,3.54,,,,
3893,12/17/11 10:37:00 AM,35854497043867,68.148,3.54,,,,
3894,12/17/11 10:37:20 AM,35847465984887,68.148,3.54,,,,
3895,12/17/11 10:37:40 AM,35847465984887,68.148,3.54,,,,
3896,12/17/11 10:38:00 AM,35847465984887,68.148,3.54,,,,
3897,12/17/11 10:38:20 AM,35854497043867,68.148,3.54,,,,
3898,12/17/11 10:38:40 AM,35854497043867,68.148,3.54,,,,
3899,12/17/11 10:39:00 AM,35854497043867,68.148,3.54,,,,
3900,12/17/11 10:39:20 AM,35854497043867,68.148,3.54,,,,
3901,12/17/11 10:39:40 AM,35854497043867,68.148,3.54,,,,
3902,12/17/11 10:40:00 AM,35861528792323,68.148,3.54,,,,
3903,12/17/11 10:40:20 AM,35861528792323,68.148,3.54,,,,
3904,12/17/11 10:40:40 AM,35861528792323,68.148,3.54,,,,
3905,12/17/11 10:41:00 AM,35861528792323,68.148,3.54,,,,
3906,12/17/11 10:41:20 AM,35854497043867,68.148,3.54,,,,
3907,12/17/11 10:41:40 AM,35854497043867,68.148,3.54,,,,
3908,12/17/11 10:42:00 AM,35861528792323,68.148,3.54,,,,
3909,12/17/11 10:42:20 AM,35847465984887,68.148,3.54,,,,
3910,12/17/11 10:42:40 AM,35847465984887,68.148,3.54,,,,
3911,12/17/11 10:43:00 AM,35854497043867,68.148,3.54,,,,
3912,12/17/11 10:43:20 AM,35847465984887,68.148,3.54,,,,
3913,12/17/11 10:43:40 AM,35840435615382,68.148,3.54,,,,
3914,12/17/11 10:44:00 AM,35847465984887,68.148,3.54,,,,
3915,12/17/11 10:44:20 AM,35847465984887,68.148,3.54,,,,
3916,12/17/11 10:44:40 AM,35847465984887,68.148,3.54,,,,
3917,12/17/11 10:45:00 AM,35847465984887,68.148,3.54,,,,
3918,12/17/11 10:45:20 AM,35854497043867,68.148,3.54,,,,
3919,12/17/11 10:45:40 AM,35847465984887,68.148,3.54,,,,
3920,12/17/11 10:46:00 AM,35847465984887,68.148,3.54,,,,
3921,12/17/11 10:46:20 AM,35854497043867,68.148,3.54,,,,
3922,12/17/11 10:46:40 AM,35840435615382,68.148,3.54,,,,
3923,12/17/11 10:47:00 AM,35847465984887,68.148,3.54,,,,
3924,12/17/11 10:47:20 AM,35847465984887,68.148,3.54,,,,
3925,12/17/11 10:47:40 AM,35847465984887,68.148,3.54,,,,
3926,12/17/11 10:48:00 AM,35847465984887,68.148,3.54,,,,
3927,12/17/11 10:48:20 AM,35847465984887,68.148,3.54,,,,
3928,12/17/11 10:48:40 AM,35847465984887,68.148,3.54,,,,
3929,12/17/11 10:49:00 AM,35847465984887,68.148,3.54,,,,
3930,12/17/11 10:49:20 AM,35847465984887,68.148,3.54,,,,
3931,12/17/11 10:49:40 AM,35854497043867,68.148,3.54,,,,
3932,12/17/11 10:50:00 AM,35847465984887,68.148,3.54,,,,
3933,12/17/11 10:50:20 AM,35854497043867,68.148,3.54,,,,
3934,12/17/11 10:50:40 AM,35847465984887,68.148,3.54,,,,
3935,12/17/11 10:51:00 AM,35861528792323,68.148,3.54,,,,
3936,12/17/11 10:51:20 AM,35861528792323,68.148,3.54,,,,
3937,12/17/11 10:51:40 AM,35854497043867,68.148,3.54,,,,
3938,12/17/11 10:52:00 AM,35854497043867,68.148,3.54,,,,
3939,12/17/11 10:52:20 AM,35847465984887,68.148,3.54,,,,
3940,12/17/11 10:52:40 AM,35847465984887,68.148,3.54,,,,
3941,12/17/11 10:53:00 AM,35847465984887,68.148,3.54,,,,
3942,12/17/11 10:53:20 AM,35847465984887,68.148,3.54,,,,
3943,12/17/11 10:53:40 AM,35847465984887,68.148,3.54,,,,
3944,12/17/11 10:54:00 AM,35847465984887,68.148,3.54,,,,
3945,12/17/11 10:54:20 AM,35854497043867,68.148,3.54,,,,
3946,12/17/11 10:54:40 AM,35840435615382,68.148,3.54,,,,
3947,12/17/11 10:55:00 AM,35847465984887,68.148,3.54,,,,
3948,12/17/11 10:55:20 AM,35840435615382,68.148,3.54,,,,
3949,12/17/11 10:55:40 AM,35840435615382,68.148,3.54,,,,
3950,12/17/11 10:56:00 AM,35847465984887,68.148,3.54,,,,
3951,12/17/11 10:56:20 AM,35847465984887,68.148,3.54,,,,
3952,12/17/11 10:56:40 AM,35840435615382,68.148,3.54,,,,
3953,12/17/11 10:57:00 AM,35840435615382,68.148,3.54,,,,
3954,12/17/11 10:57:20 AM,35847465984887,68.148,3.54,,,,
3955,12/17/11 10:57:40 AM,35847465984887,68.148,3.54,,,,
3956,12/17/11 10:58:00 AM,35847465984887,68.148,3.54,,,,
3957,12/17/11 10:58:20 AM,35854497043867,68.148,3.54,,,,
3958,12/17/11 10:58:40 AM,35840435615382,68.148,3.54,,,,
3959,12/17/11 10:59:00 AM,35854497043867,68.148,3.54,,,,
3960,12/17/11 10:59:20 AM,35847465984887,68.148,3.54,,,,
3961,12/17/11 10:59:40 AM,35847465984887,68.148,3.54,,,,
3962,12/17/11 11:00:00 AM,35854497043867,68.148,3.54,,,,
3963,12/17/11 11:00:20 AM,35854497043867,68.148,3.54,,,,
3964,12/17/11 11:00:40 AM,35854497043867,68.148,3.54,,,,
3965,12/17/11 11:01:00 AM,35861528792323,68.148,3.54,,,,
3966,12/17/11 11:01:20 AM,35854497043867,68.148,3.54,,,,
3967,12/17/11 11:01:40 AM,35861528792323,68.148,3.54,,,,
3968,12/17/11 11:02:00 AM,35854497043867,68.148,3.54,,,,
3969,12/17/11 11:02:20 AM,35847465984887,68.148,3.54,,,,
3970,12/17/11 11:02:40 AM,35847465984887,68.148,3.54,,,,
3971,12/17/11 11:03:00 AM,35854497043867,68.148,3.54,,,,
3972,12/17/11 11:03:20 AM,35854497043867,68.148,3.54,,,,
3973,12/17/11 11:03:40 AM,35847465984887,68.148,3.54,,,,
3974,12/17/11 11:04:00 AM,35847465984887,68.148,3.54,,,,
