,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,Dis Oxygen Sat.DOsat@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,O2 (Dis).DO@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,PH Voltage.pH_1@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,pH.pH@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Sp Cond.SpCond@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Turbidity.Turbidity@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG,Water Temp.Temp@VallecitosCreek_PalizaCG
06/22/2011 09:45:00,73.1,,,1,6.62,,,1,-79.2,,,1,8.03,,,1,171,,,1,3.9,,,1,20.18,,,1
06/22/2011 10:00:00,73.3,,,1,6.63,,,1,-79.4,,,1,8.04,,,1,170,,,1,3.8,,,1,20.26,,,1
06/22/2011 10:15:00,73.4,,,1,6.62,,,1,-79.6,,,1,8.04,,,1,170,,,1,3.9,,,1,20.34,,,1
06/22/2011 10:30:00,73.7,,,1,6.65,,,1,-80.2,,,1,8.05,,,1,171,,,1,3.9,,,1,20.43,,,1
06/22/2011 10:45:00,73.9,,,1,6.65,,,1,-80.5,,,1,8.05,,,1,171,,,1,7.3,,,1,20.49,,,1
06/22/2011 11:00:00,73.9,,,1,6.65,,,1,-80.4,,,1,8.05,,,1,93,,,1,7.8,,,1,20.53,,,1
06/22/2011 11:15:00,74.1,,,1,6.66,,,1,-81,,,1,8.06,,,1,93,,,1,4,,,1,20.59,,,1
06/22/2011 11:30:00,74.7,,,1,6.69,,,1,-81.8,,,1,8.08,,,1,95,,,1,5,,,1,20.75,,,1
06/22/2011 11:45:00,75.5,,,1,6.74,,,1,-82.9,,,1,8.1,,,1,110,,,1,4,,,1,20.91,,,1
06/22/2011 12:00:00,75.7,,,1,6.75,,,1,-83.4,,,1,8.1,,,1,140,,,1,4.8,,,1,21.01,,,1
06/22/2011 12:15:00,75.6,,,1,6.73,,,1,-83.4,,,1,8.1,,,1,98,,,1,4.2,,,1,21.1,,,1
06/22/2011 12:30:00,75.9,,,1,6.74,,,1,-83.9,,,1,8.11,,,1,173,,,1,4.2,,,1,21.21,,,1
06/22/2011 12:45:00,75.9,,,1,6.72,,,1,-84,,,1,8.11,,,1,94,,,1,4.2,,,1,21.32,,,1
06/22/2011 13:00:00,75.8,,,1,6.71,,,1,-84,,,1,8.11,,,1,92,,,1,4,,,1,21.36,,,1
06/22/2011 13:15:00,76,,,1,6.73,,,1,-84.4,,,1,8.12,,,1,92,,,1,4.1,,,1,21.36,,,1
06/22/2011 13:30:00,76.7,,,1,6.78,,,1,-85,,,1,8.13,,,1,95,,,1,7.3,,,1,21.47,,,1
06/22/2011 13:45:00,77.2,,,1,6.79,,,1,-85.9,,,1,8.14,,,1,104,,,1,4.2,,,1,21.73,,,1
06/22/2011 14:00:00,77.8,,,1,6.8,,,1,-86.8,,,1,8.16,,,1,161,,,1,4,,,1,21.97,,,1
06/22/2011 14:15:00,77.7,,,1,6.78,,,1,-87,,,1,8.16,,,1,154,,,1,4,,,1,22.09,,,1
06/22/2011 14:30:00,77.4,,,1,6.75,,,1,-86.5,,,1,8.15,,,1,145,,,1,4,,,1,22.12,,,1
06/22/2011 14:45:00,77.1,,,1,6.73,,,1,-85.9,,,1,8.14,,,1,162,,,1,86.7,,,1,22.07,,,1
06/22/2011 15:00:00,76.9,,,1,6.71,,,1,-86.2,,,1,8.15,,,1,161,,,1,141.9,,,1,22.06,,,1
06/22/2011 15:15:00,76.3,,,1,6.66,,,1,-85.7,,,1,8.14,,,1,160,,,1,12.6,,,1,22.05,,,1
06/22/2011 15:30:00,75.7,,,1,6.62,,,1,-84.9,,,1,8.12,,,1,158,,,1,34.3,,,1,21.97,,,1
06/22/2011 15:45:00,75.4,,,1,6.61,,,1,-84.3,,,1,8.11,,,1,161,,,1,10.4,,,1,21.88,,,1
06/22/2011 16:00:00,75,,,1,6.58,,,1,-83.7,,,1,8.1,,,1,159,,,1,8,,,1,21.76,,,1
06/22/2011 16:15:00,74.4,,,1,6.56,,,1,-82.8,,,1,8.09,,,1,159,,,1,28.9,,,1,21.61,,,1
06/22/2011 16:30:00,74.6,,,1,6.58,,,1,-82.5,,,1,8.08,,,1,159,,,1,12.6,,,1,21.53,,,1
06/22/2011 16:45:00,74.3,,,1,6.57,,,1,-81.8,,,1,8.07,,,1,160,,,1,206.5,,,1,21.44,,,1
06/22/2011 17:00:00,74.3,,,1,6.57,,,1,-81.8,,,1,8.07,,,1,161,,,1,16.5,,,1,21.42,,,1
06/22/2011 17:15:00,73.9,,,1,6.54,,,1,-81.1,,,1,8.06,,,1,160,,,1,11.7,,,1,21.35,,,1
06/22/2011 17:30:00,73.5,,,1,6.51,,,1,-80.4,,,1,8.05,,,1,161,,,1,15.2,,,1,21.32,,,1
06/22/2011 17:45:00,73.2,,,1,6.49,,,1,-79.8,,,1,8.04,,,1,161,,,1,29.1,,,1,21.27,,,1
06/22/2011 18:00:00,72.8,,,1,6.46,,,1,-79.2,,,1,8.03,,,1,161,,,1,8.7,,,1,21.19,,,1
06/22/2011 18:15:00,72.1,,,1,6.42,,,1,-78.3,,,1,8.01,,,1,161,,,1,5.3,,,1,21.1,,,1
06/22/2011 18:30:00,72,,,1,6.41,,,1,-77.8,,,1,8.01,,,1,162,,,1,7.2,,,1,21.05,,,1
06/22/2011 18:45:00,71.8,,,1,6.4,,,1,-77.4,,,1,8,,,1,162,,,1,7,,,1,21.01,,,1
06/22/2011 19:00:00,71.7,,,1,6.4,,,1,-77.1,,,1,7.99,,,1,163,,,1,26.4,,,1,20.96,,,1
06/22/2011 19:15:00,71.5,,,1,6.39,,,1,-76.8,,,1,7.99,,,1,163,,,1,3.9,,,1,20.92,,,1
06/22/2011 19:30:00,71.6,,,1,6.4,,,1,-76.6,,,1,7.99,,,1,164,,,1,4.1,,,1,20.87,,,1
06/22/2011 19:45:00,71.5,,,1,6.39,,,1,-76.4,,,1,7.98,,,1,164,,,1,4,,,1,20.82,,,1
06/22/2011 20:00:00,71.4,,,1,6.4,,,1,-76.2,,,1,7.98,,,1,163,,,1,4.2,,,1,20.76,,,1
06/22/2011 20:15:00,71.3,,,1,6.4,,,1,-76.2,,,1,7.98,,,1,165,,,1,3.9,,,1,20.67,,,1
06/22/2011 20:30:00,71.3,,,1,6.41,,,1,-76.1,,,1,7.98,,,1,165,,,1,3.9,,,1,20.57,,,1
06/22/2011 20:45:00,71.2,,,1,6.41,,,1,-76.1,,,1,7.98,,,1,165,,,1,3.9,,,1,20.48,,,1
06/22/2011 21:00:00,71.2,,,1,6.42,,,1,-76,,,1,7.98,,,1,165,,,1,4,,,1,20.38,,,1
06/22/2011 21:15:00,71.2,,,1,6.44,,,1,-76,,,1,7.98,,,1,165,,,1,9.7,,,1,20.3,,,1
06/22/2011 21:30:00,71.3,,,1,6.45,,,1,-75.9,,,1,7.98,,,1,166,,,1,11.9,,,1,20.22,,,1
06/22/2011 21:45:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.98,,,1,165,,,1,7,,,1,20.17,,,1
06/22/2011 22:00:00,71.3,,,1,6.47,,,1,-75.9,,,1,7.98,,,1,165,,,1,8.4,,,1,20.11,,,1
06/22/2011 22:15:00,71.3,,,1,6.47,,,1,-75.9,,,1,7.98,,,1,166,,,1,7.3,,,1,20.05,,,1
06/22/2011 22:30:00,71.3,,,1,6.48,,,1,-75.8,,,1,7.97,,,1,166,,,1,13,,,1,20.01,,,1
06/22/2011 22:45:00,71.4,,,1,6.49,,,1,-75.9,,,1,7.98,,,1,167,,,1,7.3,,,1,19.97,,,1
06/22/2011 23:00:00,71.4,,,1,6.5,,,1,-75.9,,,1,7.98,,,1,167,,,1,48.3,,,1,19.94,,,1
06/22/2011 23:15:00,71.4,,,1,6.5,,,1,-75.9,,,1,7.98,,,1,166,,,1,6.1,,,1,19.91,,,1
06/22/2011 23:30:00,71.4,,,1,6.5,,,1,-76,,,1,7.98,,,1,167,,,1,5.4,,,1,19.89,,,1
06/22/2011 23:45:00,71.4,,,1,6.51,,,1,-75.9,,,1,7.98,,,1,168,,,1,6.1,,,1,19.88,,,1
06/23/2011 00:00:00,71.4,,,1,6.51,,,1,-76,,,1,7.98,,,1,168,,,1,5.9,,,1,19.87,,,1
06/23/2011 00:15:00,71.4,,,1,6.51,,,1,-75.9,,,1,7.98,,,1,168,,,1,20.9,,,1,19.84,,,1
06/23/2011 00:30:00,71.5,,,1,6.52,,,1,-75.9,,,1,7.98,,,1,168,,,1,5.1,,,1,19.82,,,1
06/23/2011 00:45:00,71.4,,,1,6.52,,,1,-76,,,1,7.98,,,1,168,,,1,10,,,1,19.79,,,1
06/23/2011 01:00:00,71.5,,,1,6.53,,,1,-76,,,1,7.98,,,1,168,,,1,6.7,,,1,19.75,,,1
06/23/2011 01:15:00,71.5,,,1,6.53,,,1,-76,,,1,7.98,,,1,168,,,1,6.1,,,1,19.72,,,1
06/23/2011 01:30:00,71.4,,,1,6.53,,,1,-76.1,,,1,7.98,,,1,168,,,1,6.7,,,1,19.7,,,1
06/23/2011 01:45:00,71.5,,,1,6.54,,,1,-76.2,,,1,7.98,,,1,169,,,1,8.2,,,1,19.66,,,1
06/23/2011 02:00:00,71.5,,,1,6.55,,,1,-76.2,,,1,7.98,,,1,168,,,1,5.4,,,1,19.64,,,1
06/23/2011 02:15:00,71.6,,,1,6.55,,,1,-76.2,,,1,7.98,,,1,168,,,1,7,,,1,19.61,,,1
06/23/2011 02:30:00,71.5,,,1,6.55,,,1,-76.1,,,1,7.98,,,1,168,,,1,8.3,,,1,19.59,,,1
06/23/2011 02:45:00,71.5,,,1,6.56,,,1,-76.3,,,1,7.98,,,1,169,,,1,6.7,,,1,19.58,,,1
06/23/2011 03:00:00,71.5,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,6.5,,,1,19.57,,,1
06/23/2011 03:15:00,71.5,,,1,6.55,,,1,-76.2,,,1,7.98,,,1,169,,,1,7.9,,,1,19.58,,,1
06/23/2011 03:30:00,71.5,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,7,,,1,19.57,,,1
06/23/2011 03:45:00,71.6,,,1,6.56,,,1,-76,,,1,7.98,,,1,169,,,1,6.8,,,1,19.57,,,1
06/23/2011 04:00:00,71.6,,,1,6.56,,,1,-76.1,,,1,7.98,,,1,169,,,1,6.1,,,1,19.58,,,1
06/23/2011 04:15:00,71.6,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,7,,,1,19.57,,,1
06/23/2011 04:30:00,71.5,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,14.6,,,1,19.58,,,1
06/23/2011 04:45:00,71.6,,,1,6.56,,,1,-76.1,,,1,7.98,,,1,169,,,1,17.6,,,1,19.56,,,1
06/23/2011 05:00:00,71.5,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,8,,,1,19.56,,,1
06/23/2011 05:15:00,71.6,,,1,6.56,,,1,-76,,,1,7.98,,,1,169,,,1,5.8,,,1,19.56,,,1
06/23/2011 05:30:00,71.6,,,1,6.56,,,1,-76.2,,,1,7.98,,,1,169,,,1,6.8,,,1,19.55,,,1
06/23/2011 05:45:00,71.6,,,1,6.57,,,1,-76.2,,,1,7.98,,,1,169,,,1,6,,,1,19.54,,,1
06/23/2011 06:00:00,71.7,,,1,6.57,,,1,-76.3,,,1,7.99,,,1,169,,,1,6.2,,,1,19.54,,,1
06/23/2011 06:15:00,71.7,,,1,6.58,,,1,-76.3,,,1,7.98,,,1,169,,,1,17.9,,,1,19.54,,,1
06/23/2011 06:30:00,71.8,,,1,6.58,,,1,-76.5,,,1,7.99,,,1,169,,,1,5.3,,,1,19.55,,,1
06/23/2011 06:45:00,71.9,,,1,6.59,,,1,-76.5,,,1,7.99,,,1,169,,,1,12,,,1,19.56,,,1
06/23/2011 07:00:00,71.9,,,1,6.6,,,1,-76.7,,,1,7.99,,,1,169,,,1,11.7,,,1,19.55,,,1
06/23/2011 07:15:00,72,,,1,6.61,,,1,-76.8,,,1,7.99,,,1,169,,,1,6.2,,,1,19.54,,,1
06/23/2011 07:30:00,72.1,,,1,6.61,,,1,-76.8,,,1,7.99,,,1,169,,,1,13.5,,,1,19.54,,,1
06/23/2011 07:45:00,72.2,,,1,6.62,,,1,-77,,,1,8,,,1,169,,,1,7,,,1,19.56,,,1
06/23/2011 08:00:00,72.4,,,1,6.64,,,1,-77.3,,,1,8,,,1,169,,,1,4.3,,,1,19.59,,,1
06/23/2011 08:15:00,72.8,,,1,6.66,,,1,-77.6,,,1,8.01,,,1,169,,,1,5.7,,,1,19.65,,,1
06/23/2011 08:30:00,72.6,,,1,6.63,,,1,-77.5,,,1,8,,,1,169,,,1,8.8,,,1,19.7,,,1
06/23/2011 08:45:00,72.6,,,1,6.63,,,1,-77.6,,,1,8.01,,,1,170,,,1,5.8,,,1,19.8,,,1
06/23/2011 09:00:00,72.9,,,1,6.63,,,1,-77.9,,,1,8.01,,,1,169,,,1,4.8,,,1,19.93,,,1
06/23/2011 09:15:00,73,,,1,6.63,,,1,-78,,,1,8.01,,,1,169,,,1,10.1,,,1,20.04,,,1
06/23/2011 09:30:00,73.1,,,1,6.63,,,1,-78.3,,,1,8.02,,,1,169,,,1,4.7,,,1,20.13,,,1
06/23/2011 09:45:00,73.2,,,1,6.62,,,1,-78.4,,,1,8.02,,,1,169,,,1,9.7,,,1,20.21,,,1
06/23/2011 10:00:00,73.3,,,1,6.62,,,1,-78.7,,,1,8.02,,,1,168,,,1,6.6,,,1,20.31,,,1
06/23/2011 10:15:00,73.3,,,1,6.61,,,1,-78.8,,,1,8.02,,,1,168,,,1,13,,,1,20.4,,,1
06/23/2011 10:30:00,73.6,,,1,6.63,,,1,-79.3,,,1,8.03,,,1,168,,,1,5.2,,,1,20.51,,,1
06/23/2011 10:45:00,73.8,,,1,6.63,,,1,-79.8,,,1,8.04,,,1,168,,,1,6.2,,,1,20.58,,,1
06/23/2011 11:00:00,74,,,1,6.64,,,1,-79.9,,,1,8.04,,,1,167,,,1,4.7,,,1,20.62,,,1
06/23/2011 11:15:00,74.1,,,1,6.64,,,1,-80.1,,,1,8.05,,,1,167,,,1,7.2,,,1,20.69,,,1
06/23/2011 11:30:00,74.8,,,1,6.68,,,1,-81.2,,,1,8.06,,,1,166,,,1,9.9,,,1,20.86,,,1
06/23/2011 11:45:00,75.5,,,1,6.72,,,1,-82.2,,,1,8.08,,,1,166,,,1,6.7,,,1,21.03,,,1
06/23/2011 12:00:00,75.7,,,1,6.73,,,1,-82.6,,,1,8.09,,,1,166,,,1,5.1,,,1,21.1,,,1
06/23/2011 12:15:00,75.5,,,1,6.7,,,1,-82.6,,,1,8.09,,,1,165,,,1,5.8,,,1,21.21,,,1
06/23/2011 12:30:00,75.7,,,1,6.71,,,1,-83.1,,,1,8.1,,,1,166,,,1,19.4,,,1,21.33,,,1
06/23/2011 12:45:00,75.8,,,1,6.7,,,1,-83.4,,,1,8.1,,,1,165,,,1,5.3,,,1,21.45,,,1
06/23/2011 13:00:00,75.7,,,1,6.68,,,1,-83.3,,,1,8.1,,,1,165,,,1,6.5,,,1,21.48,,,1
06/23/2011 13:15:00,75.9,,,1,6.71,,,1,-83.5,,,1,8.1,,,1,164,,,1,10.8,,,1,21.47,,,1
06/23/2011 13:30:00,76.6,,,1,6.75,,,1,-84.7,,,1,8.12,,,1,164,,,1,5.2,,,1,21.59,,,1
06/23/2011 13:45:00,77.2,,,1,6.77,,,1,-85.6,,,1,8.14,,,1,164,,,1,5.1,,,1,21.83,,,1
06/23/2011 14:00:00,77.7,,,1,6.78,,,1,-86.5,,,1,8.15,,,1,163,,,1,5.4,,,1,22.09,,,1
06/23/2011 14:15:00,77.7,,,1,6.76,,,1,-86.6,,,1,8.15,,,1,163,,,1,16.9,,,1,22.22,,,1
06/23/2011 14:30:00,77.3,,,1,6.73,,,1,-86.2,,,1,8.15,,,1,164,,,1,5.6,,,1,22.24,,,1
06/23/2011 14:45:00,76.9,,,1,6.69,,,1,-85.7,,,1,8.14,,,1,163,,,1,6.3,,,1,22.19,,,1
06/23/2011 15:00:00,76.8,,,1,6.69,,,1,-85.8,,,1,8.14,,,1,163,,,1,4.8,,,1,22.17,,,1
06/23/2011 15:15:00,76.1,,,1,6.63,,,1,-85.3,,,1,8.13,,,1,162,,,1,5.4,,,1,22.17,,,1
06/23/2011 15:30:00,75.6,,,1,6.6,,,1,-84.4,,,1,8.12,,,1,162,,,1,11.9,,,1,22.09,,,1
06/23/2011 15:45:00,75.3,,,1,6.59,,,1,-84,,,1,8.11,,,1,162,,,1,8.8,,,1,21.98,,,1
06/23/2011 16:00:00,74.8,,,1,6.56,,,1,-83.3,,,1,8.1,,,1,161,,,1,5.9,,,1,21.87,,,1
06/23/2011 16:15:00,74.3,,,1,6.53,,,1,-82.3,,,1,8.08,,,1,163,,,1,7.5,,,1,21.72,,,1
06/23/2011 16:30:00,74.3,,,1,6.54,,,1,-82,,,1,8.08,,,1,163,,,1,5.4,,,1,21.66,,,1
06/23/2011 16:45:00,74.1,,,1,6.53,,,1,-81.4,,,1,8.07,,,1,163,,,1,12.8,,,1,21.59,,,1
06/23/2011 17:00:00,74.2,,,1,6.54,,,1,-81.4,,,1,8.07,,,1,162,,,1,6.7,,,1,21.56,,,1
06/23/2011 17:15:00,73.7,,,1,6.51,,,1,-80.9,,,1,8.06,,,1,162,,,1,11.1,,,1,21.51,,,1
06/23/2011 17:30:00,73.4,,,1,6.48,,,1,-80.2,,,1,8.05,,,1,162,,,1,5.1,,,1,21.44,,,1
06/23/2011 17:45:00,73,,,1,6.46,,,1,-79.7,,,1,8.04,,,1,162,,,1,4.7,,,1,21.39,,,1
06/23/2011 18:00:00,72.7,,,1,6.44,,,1,-79.1,,,1,8.03,,,1,163,,,1,19.5,,,1,21.29,,,1
06/23/2011 18:15:00,72.1,,,1,6.4,,,1,-78.3,,,1,8.01,,,1,163,,,1,5.1,,,1,21.2,,,1
06/23/2011 18:30:00,71.9,,,1,6.38,,,1,-77.8,,,1,8,,,1,162,,,1,13.7,,,1,21.16,,,1
06/23/2011 18:45:00,71.8,,,1,6.38,,,1,-77.4,,,1,8,,,1,164,,,1,14.6,,,1,21.12,,,1
06/23/2011 19:00:00,71.6,,,1,6.37,,,1,-77,,,1,7.99,,,1,164,,,1,25.2,,,1,21.08,,,1
06/23/2011 19:15:00,71.5,,,1,6.36,,,1,-76.7,,,1,7.99,,,1,164,,,1,5.1,,,1,21.03,,,1
06/23/2011 19:30:00,71.4,,,1,6.37,,,1,-76.5,,,1,7.98,,,1,165,,,1,14.5,,,1,20.99,,,1
06/23/2011 19:45:00,71.3,,,1,6.36,,,1,-76.2,,,1,7.98,,,1,165,,,1,16.2,,,1,20.95,,,1
06/23/2011 20:00:00,71.3,,,1,6.36,,,1,-76,,,1,7.98,,,1,166,,,1,5.6,,,1,20.9,,,1
06/23/2011 20:15:00,71.1,,,1,6.36,,,1,-75.9,,,1,7.97,,,1,165,,,1,12,,,1,20.85,,,1
06/23/2011 20:30:00,71.1,,,1,6.36,,,1,-75.8,,,1,7.97,,,1,166,,,1,9.3,,,1,20.78,,,1
06/23/2011 20:45:00,71,,,1,6.36,,,1,-75.7,,,1,7.97,,,1,167,,,1,6.1,,,1,20.71,,,1
06/23/2011 21:00:00,71,,,1,6.37,,,1,-75.6,,,1,7.97,,,1,167,,,1,4.9,,,1,20.65,,,1
06/23/2011 21:15:00,71,,,1,6.38,,,1,-75.7,,,1,7.97,,,1,167,,,1,6,,,1,20.58,,,1
06/23/2011 21:30:00,71,,,1,6.39,,,1,-75.8,,,1,7.97,,,1,168,,,1,5.4,,,1,20.5,,,1
06/23/2011 21:45:00,71,,,1,6.4,,,1,-75.8,,,1,7.97,,,1,168,,,1,7,,,1,20.43,,,1
06/23/2011 22:00:00,71.1,,,1,6.41,,,1,-75.9,,,1,7.97,,,1,168,,,1,5,,,1,20.36,,,1
06/23/2011 22:15:00,71.1,,,1,6.42,,,1,-75.9,,,1,7.97,,,1,168,,,1,14.3,,,1,20.3,,,1
06/23/2011 22:30:00,71.2,,,1,6.44,,,1,-75.9,,,1,7.97,,,1,168,,,1,4.8,,,1,20.24,,,1
06/23/2011 22:45:00,71.1,,,1,6.44,,,1,-75.9,,,1,7.97,,,1,169,,,1,17.1,,,1,20.2,,,1
06/23/2011 23:00:00,71.1,,,1,6.44,,,1,-75.9,,,1,7.98,,,1,169,,,1,28.3,,,1,20.17,,,1
06/23/2011 23:15:00,71.2,,,1,6.45,,,1,-75.9,,,1,7.97,,,1,168,,,1,5.4,,,1,20.14,,,1
06/23/2011 23:30:00,71.2,,,1,6.46,,,1,-76,,,1,7.98,,,1,169,,,1,14.1,,,1,20.11,,,1
06/23/2011 23:45:00,71.3,,,1,6.46,,,1,-76,,,1,7.98,,,1,169,,,1,5.3,,,1,20.12,,,1
06/24/2011 00:00:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.98,,,1,169,,,1,6.1,,,1,20.11,,,1
06/24/2011 00:15:00,71.2,,,1,6.46,,,1,-76,,,1,7.98,,,1,169,,,1,5.9,,,1,20.1,,,1
06/24/2011 00:30:00,71.3,,,1,6.47,,,1,-75.9,,,1,7.98,,,1,169,,,1,5.9,,,1,20.09,,,1
06/24/2011 00:45:00,71.3,,,1,6.47,,,1,-76,,,1,7.98,,,1,169,,,1,9.6,,,1,20.09,,,1
06/24/2011 01:00:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.98,,,1,170,,,1,7.2,,,1,20.12,,,1
06/24/2011 01:15:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.97,,,1,170,,,1,5.3,,,1,20.19,,,1
06/24/2011 01:30:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.98,,,1,170,,,1,10.4,,,1,20.21,,,1
06/24/2011 01:45:00,71.3,,,1,6.45,,,1,-75.7,,,1,7.97,,,1,170,,,1,6.1,,,1,20.23,,,1
06/24/2011 02:00:00,71.3,,,1,6.45,,,1,-75.9,,,1,7.98,,,1,170,,,1,11.9,,,1,20.24,,,1
06/24/2011 02:15:00,71.3,,,1,6.44,,,1,-75.9,,,1,7.97,,,1,170,,,1,5.4,,,1,20.25,,,1
06/24/2011 02:30:00,71.2,,,1,6.44,,,1,-75.9,,,1,7.98,,,1,170,,,1,8.7,,,1,20.24,,,1
06/24/2011 02:45:00,71.3,,,1,6.45,,,1,-75.8,,,1,7.97,,,1,170,,,1,10.5,,,1,20.24,,,1
06/24/2011 03:00:00,71.2,,,1,6.44,,,1,-75.8,,,1,7.97,,,1,170,,,1,5.7,,,1,20.22,,,1
06/24/2011 03:15:00,71.2,,,1,6.44,,,1,-75.8,,,1,7.97,,,1,170,,,1,5.7,,,1,20.22,,,1
06/24/2011 03:30:00,71.2,,,1,6.44,,,1,-75.7,,,1,7.97,,,1,170,,,1,5.3,,,1,20.23,,,1
06/24/2011 03:45:00,71.2,,,1,6.44,,,1,-75.7,,,1,7.97,,,1,170,,,1,8.9,,,1,20.22,,,1
06/24/2011 04:00:00,71.2,,,1,6.45,,,1,-75.7,,,1,7.97,,,1,170,,,1,5.4,,,1,20.2,,,1
06/24/2011 04:15:00,71.2,,,1,6.45,,,1,-75.8,,,1,7.97,,,1,170,,,1,5,,,1,20.19,,,1
06/24/2011 04:30:00,71.3,,,1,6.45,,,1,-75.9,,,1,7.97,,,1,170,,,1,17.8,,,1,20.18,,,1
06/24/2011 04:45:00,71.2,,,1,6.45,,,1,-75.8,,,1,7.97,,,1,170,,,1,5.1,,,1,20.16,,,1
06/24/2011 05:00:00,71.2,,,1,6.46,,,1,-75.9,,,1,7.97,,,1,170,,,1,5.1,,,1,20.15,,,1
06/24/2011 05:15:00,71.3,,,1,6.46,,,1,-75.9,,,1,7.97,,,1,170,,,1,5.4,,,1,20.13,,,1
06/24/2011 05:30:00,71.2,,,1,6.46,,,1,-75.9,,,1,7.98,,,1,170,,,1,7.5,,,1,20.1,,,1
06/24/2011 05:45:00,71.3,,,1,6.47,,,1,-75.9,,,1,7.98,,,1,170,,,1,5.1,,,1,20.08,,,1
06/24/2011 06:00:00,71.4,,,1,6.48,,,1,-76,,,1,7.98,,,1,170,,,1,5.9,,,1,20.05,,,1
06/24/2011 06:15:00,71.4,,,1,6.49,,,1,-76,,,1,7.98,,,1,170,,,1,4.8,,,1,20.04,,,1
06/24/2011 06:30:00,71.6,,,1,6.5,,,1,-76.2,,,1,7.98,,,1,170,,,1,5.3,,,1,20.05,,,1
06/24/2011 06:45:00,71.6,,,1,6.5,,,1,-76.3,,,1,7.98,,,1,170,,,1,5.1,,,1,20.07,,,1
06/24/2011 07:00:00,71.7,,,1,6.51,,,1,-76.4,,,1,7.98,,,1,170,,,1,5,,,1,20.08,,,1
06/24/2011 07:15:00,71.7,,,1,6.51,,,1,-76.5,,,1,7.99,,,1,170,,,1,4.8,,,1,20.09,,,1
06/24/2011 07:30:00,71.8,,,1,6.51,,,1,-76.6,,,1,7.99,,,1,170,,,1,5.3,,,1,20.08,,,1
06/24/2011 07:45:00,71.9,,,1,6.53,,,1,-76.8,,,1,7.99,,,1,170,,,1,8.2,,,1,20.1,,,1
06/24/2011 08:00:00,72.1,,,1,6.54,,,1,-77,,,1,7.99,,,1,170,,,1,5.3,,,1,20.14,,,1
06/24/2011 08:15:00,72.5,,,1,6.56,,,1,-77.4,,,1,8,,,1,170,,,1,5,,,1,20.19,,,1
06/24/2011 08:30:00,72.2,,,1,6.54,,,1,-77.1,,,1,8,,,1,170,,,1,7.2,,,1,20.23,,,1
06/24/2011 08:45:00,72.3,,,1,6.53,,,1,-77.3,,,1,8,,,1,170,,,1,6.2,,,1,20.28,,,1
06/24/2011 09:00:00,72.5,,,1,6.55,,,1,-77.7,,,1,8.01,,,1,170,,,1,6.1,,,1,20.35,,,1
06/24/2011 09:15:00,72.7,,,1,6.55,,,1,-77.9,,,1,8.01,,,1,170,,,1,10.4,,,1,20.39,,,1
06/24/2011 09:30:00,72.9,,,1,6.57,,,1,-78.2,,,1,8.01,,,1,169,,,1,7.2,,,1,20.44,,,1
06/24/2011 09:45:00,72.9,,,1,6.56,,,1,-78.3,,,1,8.02,,,1,169,,,1,4.9,,,1,20.5,,,1
06/24/2011 10:00:00,73,,,1,6.56,,,1,-78.6,,,1,8.02,,,1,169,,,1,6.9,,,1,20.55,,,1
06/24/2011 10:15:00,73.1,,,1,6.56,,,1,-78.7,,,1,8.02,,,1,169,,,1,5.2,,,1,20.61,,,1
06/24/2011 10:30:00,73.4,,,1,6.58,,,1,-79.4,,,1,8.03,,,1,168,,,1,5.9,,,1,20.67,,,1
